内容,主题概率,主题类型
人员 客服 体验 极差,"[(0, 0.033509865), (1, 0.033365913), (2, 0.0334692), (3, 0.033723325), (4, 0.03358599), (5, 0.8323457)]",5
商品 扫风 扫风,"[(0, 0.6001688), (1, 0.04168063), (2, 0.04187708), (3, 0.04172536), (4, 0.23277165), (5, 0.04177643)]",0
机子 机子 全国 电话 机子 风叶 扫风 售后 电话 格力 人员 情况 售后 事情,"[(0, 0.09313848), (1, 0.011172221), (2, 0.011143295), (3, 0.32539663), (4, 0.13474002), (5, 0.42440936)]",5
空调,"[(0, 0.08336857), (1, 0.08347766), (2, 0.08334411), (3, 0.08333864), (4, 0.083345145), (5, 0.5831258)]",5
支架 螺丝 收费 典型 隐性,"[(0, 0.02877203), (1, 0.028947411), (2, 0.02847951), (3, 0.22344731), (4, 0.6614081), (5, 0.028945623)]",4
质量 温度,"[(0, 0.055642463), (1, 0.055908874), (2, 0.3323698), (3, 0.055894673), (4, 0.055778176), (5, 0.44440603)]",5
商品,"[(0, 0.08343326), (1, 0.08333495), (2, 0.08370097), (3, 0.08341588), (4, 0.58266073), (5, 0.083454154)]",4
套路 感觉 配件 售后 收费,"[(0, 0.028137648), (1, 0.02811534), (2, 0.02822455), (3, 0.25273195), (4, 0.028021453), (5, 0.6347691)]",5
龟速,"[(0, 0.08356618), (1, 0.0835658), (2, 0.08356716), (3, 0.08356692), (4, 0.58216536), (5, 0.08356854)]",4
商品 师傅 电话 关机 系统 东北,"[(0, 0.023854766), (1, 0.0239474), (2, 0.023913614), (3, 0.14037555), (4, 0.35941774), (5, 0.42849094)]",5
师傅 外机 防护栏 螺丝,"[(0, 0.43080896), (1, 0.03395407), (2, 0.033588808), (3, 0.033839207), (4, 0.03357691), (5, 0.4342321)]",5
空调 格力 董明珠,"[(0, 0.041694425), (1, 0.041749265), (2, 0.04169604), (3, 0.04168595), (4, 0.041700576), (5, 0.79147375)]",5
京东 格力 客服 格力 花钱,"[(0, 0.027792986), (1, 0.027843207), (2, 0.027857844), (3, 0.027919363), (4, 0.18742977), (5, 0.70115685)]",5
时间 密码 空调 密码 国家机密,"[(0, 0.2490448), (1, 0.02819695), (2, 0.39915147), (3, 0.028180763), (4, 0.028155213), (5, 0.2672708)]",2
空调 师傅 上门,"[(0, 0.04167713), (1, 0.041703306), (2, 0.04170686), (3, 0.04167077), (4, 0.041727714), (5, 0.7915142)]",5
格力 产品,"[(0, 0.055662017), (1, 0.05581908), (2, 0.056187633), (3, 0.05560218), (4, 0.055875357), (5, 0.72085375)]",5
用户 上海 补贴,"[(0, 0.041748106), (1, 0.38614544), (2, 0.041715298), (3, 0.04171329), (4, 0.44648585), (5, 0.04219202)]",4
冷暖 效果 格力空调 美的,"[(0, 0.03349865), (1, 0.5225603), (2, 0.033347297), (3, 0.033360228), (4, 0.033335935), (5, 0.34389758)]",1
外观 颜色 不值钱 遥控器 麻烦,"[(0, 0.028243436), (1, 0.028040107), (2, 0.027865898), (3, 0.49126518), (4, 0.39657718), (5, 0.028008241)]",3
灰尘 蟑螂 格力 美的 一键 功能 后悔药,"[(0, 0.021283958), (1, 0.7548771), (2, 0.021230722), (3, 0.15967014), (4, 0.021320317), (5, 0.021617765)]",1
品牌 高空作业 师傅 费用,"[(0, 0.033370577), (1, 0.033445884), (2, 0.03346418), (3, 0.03334369), (4, 0.033549156), (5, 0.8328265)]",5
格力 品牌 温度 孩子,"[(0, 0.03341564), (1, 0.033544246), (2, 0.30765083), (3, 0.033442445), (4, 0.033535957), (5, 0.5584109)]",5
空调 声音 拖拉机,"[(0, 0.042251267), (1, 0.042136073), (2, 0.042021547), (3, 0.04202463), (4, 0.04202169), (5, 0.7895448)]",5
京东 速度 信息 不通 空调,"[(0, 0.02778668), (1, 0.028255755), (2, 0.027995754), (3, 0.02820592), (4, 0.24937913), (5, 0.6383768)]",5
商品 空调 客服,"[(0, 0.041714024), (1, 0.041727684), (2, 0.041819856), (3, 0.041938324), (4, 0.3091978), (5, 0.5236023)]",5
售后 客服 空调 声音,"[(0, 0.03338012), (1, 0.033435352), (2, 0.03335374), (3, 0.033469), (4, 0.033441998), (5, 0.8329198)]",5
梯子 梯子 农村 牌子,"[(0, 0.033451825), (1, 0.68362963), (2, 0.18169677), (3, 0.033748843), (4, 0.03355388), (5, 0.033919014)]",1
稀烂 无人,"[(0, 0.055628456), (1, 0.055710312), (2, 0.7217513), (3, 0.05565183), (4, 0.05562897), (5, 0.055629134)]",2
字体,"[(0, 0.5802508), (1, 0.08387407), (2, 0.08394778), (3, 0.0841779), (4, 0.08385867), (5, 0.0838908)]",0
售后 单子 上海 产品,"[(0, 0.03358758), (1, 0.3865425), (2, 0.4777622), (3, 0.033826485), (4, 0.03389354), (5, 0.03438776)]",2
效果 异响,"[(0, 0.055710156), (1, 0.72195375), (2, 0.055577133), (3, 0.055592988), (4, 0.0555827), (5, 0.055583313)]",1
品牌 产品 售后 空调 空调 异响 格力空调,"[(0, 0.020932177), (1, 0.1858482), (2, 0.02096553), (3, 0.02087257), (4, 0.02095925), (5, 0.73042226)]",5
货后 处理结果,"[(0, 0.055593964), (1, 0.055593915), (2, 0.055594113), (3, 0.05581038), (4, 0.055606056), (5, 0.7218016)]",5
外观 粗糙 塑料 味道 格力,"[(0, 0.474194), (1, 0.028033316), (2, 0.23546949), (3, 0.027901981), (4, 0.027916947), (5, 0.20648426)]",0
空调 响声,"[(0, 0.055594243), (1, 0.05561095), (2, 0.055571225), (3, 0.055569675), (4, 0.055571564), (5, 0.7220824)]",5
冷风 被子,"[(0, 0.05589529), (1, 0.720287), (2, 0.055896584), (3, 0.055902306), (4, 0.055897687), (5, 0.056121115)]",1
售后 电话 换货,"[(0, 0.041733768), (1, 0.041731525), (2, 0.04177066), (3, 0.3236022), (4, 0.041890606), (5, 0.50927126)]",5
下单 下单 客服 市场 格力 换家 小姐 强国,"[(0, 0.018729895), (1, 0.018771354), (2, 0.018747129), (3, 0.73836535), (4, 0.018923441), (5, 0.1864628)]",3
收费 空调,"[(0, 0.055614352), (1, 0.055615738), (2, 0.05559136), (3, 0.055567898), (4, 0.055688724), (5, 0.7219219)]",5
乱收费 支架 最贵 情况,"[(0, 0.17153056), (1, 0.03461057), (2, 0.034546435), (3, 0.034621067), (4, 0.03513126), (5, 0.6895602)]",5
东西 收货 东西 费劲,"[(0, 0.42943743), (1, 0.033374593), (2, 0.43401352), (3, 0.034322303), (4, 0.03418148), (5, 0.034670677)]",2
保价 证据,"[(0, 0.055667087), (1, 0.7215881), (2, 0.055658616), (3, 0.055679597), (4, 0.055735726), (5, 0.055670895)]",1
京东 购物 感觉 划痕 客服 机器人 感觉 体验 师傅,"[(0, 0.016750863), (1, 0.016707512), (2, 0.016908547), (3, 0.52881974), (4, 0.29948702), (5, 0.121326305)]",3
牌子,"[(0, 0.083334684), (1, 0.083407), (2, 0.5822144), (3, 0.0840638), (4, 0.083562575), (5, 0.08341756)]",2
差劲 空调 不算数 格力,"[(0, 0.03353493), (1, 0.03356689), (2, 0.033531673), (3, 0.03353372), (4, 0.033535548), (5, 0.8322972)]",5
异响 噪音,"[(0, 0.056032747), (1, 0.41471896), (2, 0.05560487), (3, 0.05567554), (4, 0.055621505), (5, 0.36234638)]",1
东西 空调 浪费 凉快,"[(0, 0.03334637), (1, 0.03348045), (2, 0.4380927), (3, 0.03335624), (4, 0.033361796), (5, 0.42836243)]",2
收费 不合理 管子 收费 平台 高空作业 人员 体验 京东 草根 细节,"[(0, 0.014208064), (1, 0.014126077), (2, 0.01414392), (3, 0.014158443), (4, 0.35856834), (5, 0.5847952)]",5
回家 低温 空调,"[(0, 0.041712895), (1, 0.32140738), (2, 0.041700434), (3, 0.041767966), (4, 0.29398108), (5, 0.25943026)]",1
品质 慎重,"[(0, 0.055574957), (1, 0.05564144), (2, 0.055583928), (3, 0.05569965), (4, 0.7214596), (5, 0.056040406)]",4
老鼠 虫子 空调 手印 牙膏,"[(0, 0.028302995), (1, 0.028338792), (2, 0.6925593), (3, 0.028294357), (4, 0.028298508), (5, 0.19420601)]",2
格力 产品 信任 材料 收费 太贵 客服 起码 材料 经验,"[(0, 0.10628413), (1, 0.33008012), (2, 0.015237892), (3, 0.01524327), (4, 0.015299502), (5, 0.5178551)]",5
师傅 上门 温度,"[(0, 0.04167362), (1, 0.041767146), (2, 0.0417073), (3, 0.04170798), (4, 0.041731402), (5, 0.79141253)]",5
空调 师傅 空调 真贵,"[(0, 0.033535555), (1, 0.033553794), (2, 0.03353619), (3, 0.033531062), (4, 0.033538427), (5, 0.832305)]",5
外机 异响 入秋,"[(0, 0.042522114), (1, 0.60812396), (2, 0.042486172), (3, 0.042476207), (4, 0.04247643), (5, 0.2219151)]",1
空调 格力 信任 售后 师傅 故障 大热天 售后,"[(0, 0.018711865), (1, 0.018674577), (2, 0.018545613), (3, 0.01856416), (4, 0.27690378), (5, 0.64860004)]",5
外观 粗糙 噪音 效果 标贴,"[(0, 0.85919935), (1, 0.028496707), (2, 0.028043583), (3, 0.028024329), (4, 0.028012272), (5, 0.028223794)]",0
效果,"[(0, 0.083558924), (1, 0.58306277), (2, 0.083334625), (3, 0.08335434), (4, 0.0833334), (5, 0.08335595)]",1
旧机 声音 旧机 天气 炎热,"[(0, 0.027850896), (1, 0.027916754), (2, 0.027815955), (3, 0.5567133), (4, 0.02778876), (5, 0.33191437)]",3
空调 效果 空调 风扇,"[(0, 0.033386108), (1, 0.48385176), (2, 0.033345252), (3, 0.033346236), (4, 0.033347715), (5, 0.38272297)]",1
冷暖 效果 产品 效果,"[(0, 0.03341963), (1, 0.8325253), (2, 0.033666763), (3, 0.033361293), (4, 0.03349715), (5, 0.033529826)]",1
体验 安装费 发票,"[(0, 0.04187559), (1, 0.04172785), (2, 0.041874263), (3, 0.04202755), (4, 0.042402424), (5, 0.7900923)]",5
感觉 热点 感觉 风扇 热醒,"[(0, 0.02833081), (1, 0.30279735), (2, 0.028334768), (3, 0.58399653), (4, 0.028345525), (5, 0.028195024)]",3
收费,"[(0, 0.083507285), (1, 0.08340185), (2, 0.08344966), (3, 0.0833715), (4, 0.083820105), (5, 0.58244956)]",5
格力 售后 体验,"[(0, 0.041832153), (1, 0.04176025), (2, 0.041882724), (3, 0.04203248), (4, 0.042057212), (5, 0.7904352)]",5
效果,"[(0, 0.083559625), (1, 0.58306205), (2, 0.083334625), (3, 0.08335434), (4, 0.0833334), (5, 0.08335595)]",1
配套 费用 消耗 国民 格力 信任 格力,"[(0, 0.020866446), (1, 0.5955158), (2, 0.020863263), (3, 0.020871928), (4, 0.020969067), (5, 0.32091355)]",1
商品 价格 稳定,"[(0, 0.041988466), (1, 0.041877225), (2, 0.042276364), (3, 0.042273924), (4, 0.78961766), (5, 0.041966386)]",4
高空作业 支架,"[(0, 0.055628482), (1, 0.0556317), (2, 0.055567782), (3, 0.055561062), (4, 0.05575577), (5, 0.7218552)]",5
格力 机器 格力 牌子 简单 时效 时效 立秋 能力 能力 牌子,"[(0, 0.105284505), (1, 0.22736827), (2, 0.11004734), (3, 0.014223267), (4, 0.2582782), (5, 0.28479838)]",5
不凉,"[(0, 0.08350899), (1, 0.5821203), (2, 0.08350972), (3, 0.08383985), (4, 0.08351035), (5, 0.08351079)]",1
支架 铜管 高空,"[(0, 0.041682445), (1, 0.041701708), (2, 0.041673314), (3, 0.04167188), (4, 0.041769758), (5, 0.7915009)]",5
人力,"[(0, 0.08582121), (1, 0.08581228), (2, 0.085830525), (3, 0.57085276), (4, 0.08583971), (5, 0.08584349)]",3
心思 支架 螺丝 收费 费用,"[(0, 0.028140845), (1, 0.1928453), (2, 0.027873196), (3, 0.028206129), (4, 0.027964657), (5, 0.6949699)]",5
扫风 不合理,"[(0, 0.36534017), (1, 0.05561265), (2, 0.055612955), (3, 0.05561291), (4, 0.05561314), (5, 0.41220814)]",5
啥意思 空调,"[(0, 0.055821776), (1, 0.055852365), (2, 0.055960067), (3, 0.055813935), (4, 0.05581689), (5, 0.72073495)]",5
机子 拆机 速度 装机 龟速 装机 师傅 借口 责任 时间,"[(0, 0.015184809), (1, 0.0153471045), (2, 0.015243608), (3, 0.015339021), (4, 0.6109969), (5, 0.32788855)]",4
售后 电话,"[(0, 0.055595115), (1, 0.055637233), (2, 0.05560151), (3, 0.055662915), (4, 0.055861548), (5, 0.72164166)]",5
空调 平台 师傅 空调 外机 支架,"[(0, 0.023851652), (1, 0.023841143), (2, 0.023831362), (3, 0.023811247), (4, 0.024147416), (5, 0.8805172)]",5
残次品 噪音 框响,"[(0, 0.7864936), (1, 0.04252859), (2, 0.042495742), (3, 0.04252609), (4, 0.042500917), (5, 0.043455042)]",0
天才 热醒,"[(0, 0.056315124), (1, 0.056396216), (2, 0.056206346), (3, 0.056426283), (4, 0.71809816), (5, 0.056557827)]",4
空调 链接 扫风 手动 小伙伴,"[(0, 0.5398462), (1, 0.027854439), (2, 0.027903378), (3, 0.1984725), (4, 0.027857302), (5, 0.17806618)]",0
四川 售后 态度 电话,"[(0, 0.033385966), (1, 0.033426), (2, 0.033520307), (3, 0.03347323), (4, 0.53691417), (5, 0.3292803)]",4
发货,"[(0, 0.08333722), (1, 0.08335577), (2, 0.5809202), (3, 0.08466228), (4, 0.08408385), (5, 0.08364067)]",2
人员 服务态度 电话 格力,"[(0, 0.033375748), (1, 0.03337041), (2, 0.03346477), (3, 0.033444438), (4, 0.033390816), (5, 0.8329538)]",5
异味,"[(0, 0.581636), (1, 0.083767205), (2, 0.08338366), (3, 0.08444545), (4, 0.0833838), (5, 0.08338383)]",0
出风口 水滴 漏水 大热天 品质,"[(0, 0.028062219), (1, 0.027851256), (2, 0.02790331), (3, 0.027874682), (4, 0.51459676), (5, 0.3737118)]",4
订单 编号 空调,"[(0, 0.042027067), (1, 0.042045567), (2, 0.042156953), (3, 0.042149004), (4, 0.04202561), (5, 0.7895958)]",5
格力 滤网 内机 滤网,"[(0, 0.49701676), (1, 0.033424236), (2, 0.033375684), (3, 0.033372846), (4, 0.033377934), (5, 0.36943254)]",0
效果 理想 客服 面积 烦死,"[(0, 0.02801776), (1, 0.8582591), (2, 0.028179673), (3, 0.028665546), (4, 0.02832671), (5, 0.028551241)]",1
格力 二楼 空调 辅材,"[(0, 0.03338486), (1, 0.03364134), (2, 0.03338111), (3, 0.033379998), (4, 0.033598237), (5, 0.8326144)]",5
产品质量 噪音 建议,"[(0, 0.26861367), (1, 0.041749727), (2, 0.0416898), (3, 0.04168447), (4, 0.041976403), (5, 0.56428593)]",5
人员,"[(0, 0.083724074), (1, 0.08338036), (2, 0.08334957), (3, 0.084287316), (4, 0.083408475), (5, 0.58185023)]",5
格力 态度 恶劣 完单 格力 品牌,"[(0, 0.02387889), (1, 0.22096522), (2, 0.024150556), (3, 0.023903565), (4, 0.024092853), (5, 0.6830089)]",5
效果 强劲 电风扇,"[(0, 0.041773785), (1, 0.538717), (2, 0.041726854), (3, 0.04173099), (4, 0.04172678), (5, 0.29432464)]",1
挂机 噪音,"[(0, 0.055841405), (1, 0.05562112), (2, 0.055563238), (3, 0.41115898), (4, 0.055567257), (5, 0.366248)]",3
东西 家里人 外包装 不错 师傅 外机 盒子 外机 包装盒 外机 下单 商家 发货 机器 机子,"[(0, 0.010444596), (1, 0.010437616), (2, 0.20075351), (3, 0.28146732), (4, 0.010496737), (5, 0.48640025)]",5
礼拜 外机,"[(0, 0.05560055), (1, 0.40877002), (2, 0.055606574), (3, 0.055588137), (4, 0.05558828), (5, 0.36884648)]",1
用户 政府 补贴 关键 页面 补贴,"[(0, 0.023935234), (1, 0.02404429), (2, 0.023926267), (3, 0.023925703), (4, 0.20961222), (5, 0.6945563)]",5
无人 空调,"[(0, 0.05563447), (1, 0.055906646), (2, 0.39050025), (3, 0.055668857), (4, 0.05561921), (5, 0.38667056)]",2
建议 格力,"[(0, 0.055566486), (1, 0.055718426), (2, 0.055584647), (3, 0.055556927), (4, 0.055999726), (5, 0.7215738)]",5
售后 电话 不通,"[(0, 0.041687917), (1, 0.04170769), (2, 0.041690934), (3, 0.041726198), (4, 0.041803546), (5, 0.79138374)]",5
物流 售后 感觉 不急,"[(0, 0.033707585), (1, 0.033731095), (2, 0.83007365), (3, 0.03381159), (4, 0.034075323), (5, 0.03460078)]",2
链接 高空 空调 云佳,"[(0, 0.24743772), (1, 0.033391792), (2, 0.03334556), (3, 0.0333456), (4, 0.03334995), (5, 0.6191294)]",5
格力 京东 恶狗,"[(0, 0.043414194), (1, 0.30508152), (2, 0.043526053), (3, 0.04349697), (4, 0.29545963), (5, 0.26902166)]",1
师傅 服务态度 专业 乱收费 不错 空调 格力,"[(0, 0.020889726), (1, 0.020870883), (2, 0.021032108), (3, 0.020869132), (4, 0.020900857), (5, 0.8954373)]",5
电话 不通,"[(0, 0.055561423), (1, 0.055568665), (2, 0.05556399), (3, 0.05560091), (4, 0.05567793), (5, 0.72202706)]",5
扫风 感觉 老古董,"[(0, 0.79095685), (1, 0.04176651), (2, 0.04190051), (3, 0.041846376), (4, 0.04180216), (5, 0.041727614)]",0
上门 原因 服气,"[(0, 0.041838326), (1, 0.042053603), (2, 0.041925576), (3, 0.042637605), (4, 0.43392292), (5, 0.397622)]",4
情况,"[(0, 0.58264357), (1, 0.083488874), (2, 0.0833447), (3, 0.08350771), (4, 0.0835846), (5, 0.08343059)]",0
空调 不错 关键 空调,"[(0, 0.033487253), (1, 0.03352301), (2, 0.03378651), (3, 0.033401873), (4, 0.033502534), (5, 0.8322989)]",5
空调 小时 格力 效果 美的 小时 房间,"[(0, 0.020872768), (1, 0.22881444), (2, 0.020857083), (3, 0.020980071), (4, 0.020838454), (5, 0.6876372)]",5
发货 客服 格力,"[(0, 0.041674677), (1, 0.041736163), (2, 0.042450085), (3, 0.04263568), (4, 0.04220522), (5, 0.7892982)]",5
空调 库存 东西 空调 功能,"[(0, 0.02823973), (1, 0.22312286), (2, 0.3467808), (3, 0.027821202), (4, 0.028126817), (5, 0.3459086)]",2
师傅 高空 家庭妇女,"[(0, 0.0420205), (1, 0.042024013), (2, 0.042028356), (3, 0.04202178), (4, 0.042037304), (5, 0.789868)]",5
空调 师傅 电话,"[(0, 0.041673988), (1, 0.041694198), (2, 0.041678365), (3, 0.041681733), (4, 0.04173432), (5, 0.7915374)]",5
农村 父母 上门 客服 机器人,"[(0, 0.027810963), (1, 0.20376234), (2, 0.027839119), (3, 0.24461588), (4, 0.028108388), (5, 0.46786326)]",5
建议 空调 空调 支架 收费 收费 上门 收费,"[(0, 0.018531512), (1, 0.018538198), (2, 0.01853347), (3, 0.018521644), (4, 0.018600889), (5, 0.90727425)]",5
性价比 美的 性能 效果,"[(0, 0.03338341), (1, 0.8323723), (2, 0.033709522), (3, 0.033361048), (4, 0.033438828), (5, 0.03373486)]",1
品牌 道理 信赖 遗憾 美的 差太,"[(0, 0.023924159), (1, 0.5875733), (2, 0.024225704), (3, 0.023872498), (4, 0.3162764), (5, 0.02412802)]",1
空调 评价 售后,"[(0, 0.041774977), (1, 0.042232845), (2, 0.04261081), (3, 0.042860866), (4, 0.042203274), (5, 0.78831726)]",5
空调 上门 师傅 报价 定义 收费 标准 师傅 人工费 报价 格力 便宜,"[(0, 0.013032217), (1, 0.013005662), (2, 0.013086985), (3, 0.14105509), (4, 0.0131586185), (5, 0.8066614)]",5
空调 实体店,"[(0, 0.055589125), (1, 0.055987086), (2, 0.05556037), (3, 0.05556707), (4, 0.056549836), (5, 0.72074646)]",5
效果,"[(0, 0.08356161), (1, 0.58306), (2, 0.083334625), (3, 0.08335435), (4, 0.0833334), (5, 0.083355956)]",1
新机 故障 装机 修机,"[(0, 0.37324268), (1, 0.034190148), (2, 0.034172952), (3, 0.18438761), (4, 0.33967388), (5, 0.034332726)]",0
效果 极差 天气 空调 堪比 风扇,"[(0, 0.023909042), (1, 0.3251222), (2, 0.023848154), (3, 0.17169723), (4, 0.023832139), (5, 0.43159124)]",5
系统 收货 物流 电话 不通,"[(0, 0.027824141), (1, 0.027861865), (2, 0.028134048), (3, 0.29145658), (4, 0.028174216), (5, 0.5965491)]",5
鸽子 人员 电话,"[(0, 0.041839745), (1, 0.041826364), (2, 0.041792177), (3, 0.04191992), (4, 0.041853316), (5, 0.7907685)]",5
空调 漏水 格力 云佳,"[(0, 0.03339359), (1, 0.033392847), (2, 0.03336575), (3, 0.03335266), (4, 0.03334042), (5, 0.8331547)]",5
网点 师傅 电话 师傅 京东 客服 格力 客服,"[(0, 0.018524475), (1, 0.018549502), (2, 0.018583508), (3, 0.018629933), (4, 0.08503471), (5, 0.84067786)]",5
购物 师傅 师傅 师傅 态度恶劣 心情,"[(0, 0.023819702), (1, 0.023822019), (2, 0.024209026), (3, 0.02389385), (4, 0.023980077), (5, 0.8802753)]",5
窗户 空调机 格力 高空 空调,"[(0, 0.20800735), (1, 0.027868016), (2, 0.027803108), (3, 0.027804105), (4, 0.027806908), (5, 0.6807105)]",5
师傅 专业 花钱 师傅 重新安装 网点 师傅 重新安装,"[(0, 0.018544989), (1, 0.01853332), (2, 0.018535305), (3, 0.018532423), (4, 0.018556774), (5, 0.90729725)]",5
京东,"[(0, 0.083347775), (1, 0.0833995), (2, 0.08358835), (3, 0.08353962), (4, 0.5827288), (5, 0.08339592)]",4
效果 模式 强劲 热醒 凉感 美的 差距 很大 美的,"[(0, 0.016944537), (1, 0.33671758), (2, 0.016892007), (3, 0.016958537), (4, 0.016926592), (5, 0.5955608)]",5
师傅,"[(0, 0.083350435), (1, 0.083367884), (2, 0.08340026), (3, 0.08334675), (4, 0.08342084), (5, 0.5831138)]",5
机子 外挂 划痕 机子 感觉 建议,"[(0, 0.023886014), (1, 0.023923447), (2, 0.023908172), (3, 0.6925843), (4, 0.21163307), (5, 0.024065018)]",3
空调 空调 温度 速度慢 售后,"[(0, 0.027904756), (1, 0.028230892), (2, 0.027903056), (3, 0.20221101), (4, 0.027932465), (5, 0.6858178)]",5
空调 质量 不错 产品质量 桂林 格力 中心 态度恶劣 师傅 态度 恶劣 开口闭口 收费 收费 上门 工作证 收费 项目 价目表 产品 品牌形象 新房子 空调 美的 师傅 工作证 收费 明细表 过程 意见 收费 收费 过程 舒服 格力 舒服,"[(0, 0.054492764), (1, 0.07520085), (2, 0.15513815), (5, 0.70590794)]",5
安装费 水盘 高空 房间 品牌 安法,"[(0, 0.023952909), (1, 0.024003671), (2, 0.024003727), (3, 0.023954911), (4, 0.024019003), (5, 0.8800658)]",5
省工,"[(0, 0.16579251), (1, 0.16490391), (2, 0.16676977), (3, 0.16631487), (4, 0.16786842), (5, 0.16835058)]",5
漏水 售后 新装,"[(0, 0.041762225), (1, 0.041762646), (2, 0.04188153), (3, 0.041760612), (4, 0.04180048), (5, 0.7910325)]",5
格力 奇差 人员 电话号码 关机 状态 格力,"[(0, 0.020991564), (1, 0.02098265), (2, 0.020965876), (3, 0.02098875), (4, 0.020971335), (5, 0.8950998)]",5
购物 空调 空调 装机 师傅 空调,"[(0, 0.023819903), (1, 0.02383984), (2, 0.024060829), (3, 0.023833169), (4, 0.24041696), (5, 0.6640293)]",5
开机 叶片 手工 关机 扫风,"[(0, 0.5382145), (1, 0.19887131), (2, 0.029327543), (3, 0.028464662), (4, 0.02848017), (5, 0.17664184)]",0
商品 人员,"[(0, 0.05585546), (1, 0.05558485), (2, 0.05579357), (3, 0.05616396), (4, 0.37239963), (5, 0.40420255)]",5
师傅 建议 都还没 上门,"[(0, 0.033378016), (1, 0.03340898), (2, 0.03340448), (3, 0.033376746), (4, 0.03373176), (5, 0.83269995)]",5
空调 阳台 外机 阳台 管道 阳台 空调 高空作业 格力 厂家 收费,"[(0, 0.013898147), (1, 0.0139184315), (2, 0.013894147), (3, 0.013899576), (4, 0.013897916), (5, 0.9304918)]",5
商家 信息 协商 计划 落实 建议,"[(0, 0.02431521), (1, 0.024357282), (2, 0.024567502), (3, 0.2117615), (4, 0.024535881), (5, 0.69046265)]",5
