内容,主题概率,主题类型
时间,"[(0, 0.0833346), (1, 0.08393667), (2, 0.08445982), (3, 0.08405115), (4, 0.0836278), (5, 0.58058995)]",5
四楼 师傅 防盗窗 生气,"[(0, 0.23344533), (1, 0.03343074), (2, 0.03343459), (3, 0.033428878), (4, 0.03343693), (5, 0.6328235)]",5
网点 上门 售后,"[(0, 0.041692458), (1, 0.041718207), (2, 0.041720882), (3, 0.041710045), (4, 0.04186024), (5, 0.79129815)]",5
空调 外机 痕迹 师傅 原因,"[(0, 0.027788086), (1, 0.027835337), (2, 0.027800625), (3, 0.027969778), (4, 0.027818933), (5, 0.8607872)]",5
支架 体验,"[(0, 0.05586033), (1, 0.05561802), (2, 0.055980884), (3, 0.056257453), (4, 0.056407254), (5, 0.71987605)]",5
月份 空调 机架 收费 收费,"[(0, 0.028429525), (1, 0.027996708), (2, 0.20229086), (3, 0.02797872), (4, 0.22401705), (5, 0.48928708)]",5
开发票,"[(0, 0.5774492), (1, 0.08436958), (2, 0.08424475), (3, 0.08424386), (4, 0.084248066), (5, 0.08544452)]",0
师傅 排水管道 排水管 师傅,"[(0, 0.034077212), (1, 0.26718667), (2, 0.034091428), (3, 0.0340784), (4, 0.034098238), (5, 0.59646803)]",5
声音 售后 新机 师傅,"[(0, 0.033429127), (1, 0.033456776), (2, 0.033358492), (3, 0.21179348), (4, 0.03343399), (5, 0.6545281)]",5
店里 型号 空调 页面 链接 价格 格力空调,"[(0, 0.32740137), (1, 0.021058025), (2, 0.021027803), (3, 0.16240336), (4, 0.020965297), (5, 0.44714415)]",5
新机,"[(0, 0.083432555), (1, 0.08338287), (2, 0.08333992), (3, 0.5830335), (4, 0.08342171), (5, 0.08338947)]",3
效果 费电,"[(0, 0.05561926), (1, 0.7221328), (2, 0.055556554), (3, 0.05557233), (4, 0.05555621), (5, 0.055562824)]",1
下单,"[(0, 0.08338808), (1, 0.08343547), (2, 0.08358131), (3, 0.08394627), (4, 0.5817222), (5, 0.08392661)]",4
无人 大暑,"[(0, 0.056302056), (1, 0.056385964), (2, 0.71836734), (3, 0.056328237), (4, 0.056307375), (5, 0.056309026)]",2
格力 空调,"[(0, 0.05557524), (1, 0.055670626), (2, 0.05556109), (3, 0.055557217), (4, 0.055566), (5, 0.7220698)]",5
师傅 售后 解决问题,"[(0, 0.04169171), (1, 0.041737437), (2, 0.0417031), (3, 0.041710705), (4, 0.041877016), (5, 0.79128003)]",5
师傅,"[(0, 0.08335044), (1, 0.08336792), (2, 0.083400145), (3, 0.083346754), (4, 0.08342029), (5, 0.58311445)]",5
体验,"[(0, 0.08392309), (1, 0.083430536), (2, 0.08414697), (3, 0.5797481), (4, 0.084705986), (5, 0.084045306)]",3
售后 跳票,"[(0, 0.057099808), (1, 0.05719255), (2, 0.05711599), (3, 0.47799113), (4, 0.057467043), (5, 0.29313344)]",3
虚假 曲线 品牌 爸妈 岁数,"[(0, 0.028051058), (1, 0.85935223), (2, 0.028159322), (3, 0.028069092), (4, 0.028232718), (5, 0.028135572)]",1
速度 一流,"[(0, 0.0555561), (1, 0.72159344), (2, 0.055696987), (3, 0.055877164), (4, 0.055677958), (5, 0.055598367)]",1
收费 门店 安装费 门店,"[(0, 0.37828413), (1, 0.03337091), (2, 0.033374455), (3, 0.03336393), (4, 0.033433326), (5, 0.48817322)]",5
空调 客服,"[(0, 0.05556803), (1, 0.05564383), (2, 0.055584077), (3, 0.055955186), (4, 0.055781823), (5, 0.721467)]",5
师傅,"[(0, 0.08335043), (1, 0.08336785), (2, 0.08339948), (3, 0.08334674), (4, 0.08341999), (5, 0.5831155)]",5
官方 电话 格力 售后 领教,"[(0, 0.02791229), (1, 0.027931899), (2, 0.027912563), (3, 0.027923128), (4, 0.027963456), (5, 0.8603567)]",5
扫风 功能 无效,"[(0, 0.79066247), (1, 0.041853283), (2, 0.041706245), (3, 0.04170626), (4, 0.041825194), (5, 0.042246558)]",0
收费 明细表,"[(0, 0.37687922), (1, 0.056847885), (2, 0.05706078), (3, 0.056827012), (4, 0.057091206), (5, 0.3952939)]",5
产品质量 空调 安装费 七楼 实体店,"[(0, 0.14004092), (1, 0.027881283), (2, 0.02780943), (3, 0.027809972), (4, 0.2817775), (5, 0.49468088)]",5
空调 师傅,"[(0, 0.055570345), (1, 0.05560589), (2, 0.05557706), (3, 0.055560846), (4, 0.055582657), (5, 0.7221032)]",5
塑料 声响,"[(0, 0.72178864), (1, 0.055631634), (2, 0.05563209), (3, 0.055631954), (4, 0.05563232), (5, 0.05568335)]",0
产品 颜色,"[(0, 0.055615325), (1, 0.055901214), (2, 0.72010684), (3, 0.056675818), (4, 0.055923685), (5, 0.05577711)]",2
师傅 防盗网,"[(0, 0.055824243), (1, 0.055681102), (2, 0.05569054), (3, 0.055675652), (4, 0.056845248), (5, 0.7202832)]",5
空调,"[(0, 0.08336885), (1, 0.08349214), (2, 0.083344154), (3, 0.08333866), (4, 0.0833452), (5, 0.58311105)]",5
师傅,"[(0, 0.08335044), (1, 0.08336788), (2, 0.08339985), (3, 0.08334675), (4, 0.08342076), (5, 0.58311427)]",5
情况 下单 较凉 感觉 太凉 出风口 漏水,"[(0, 0.6451971), (1, 0.021102602), (2, 0.021186795), (3, 0.021236788), (4, 0.021359893), (5, 0.26991686)]",0
费用 套路,"[(0, 0.055772968), (1, 0.05633922), (2, 0.055933286), (3, 0.055595934), (4, 0.055787038), (5, 0.7205716)]",5
踢皮球,"[(0, 0.08338265), (1, 0.58300364), (2, 0.08340133), (3, 0.083382815), (4, 0.08344636), (5, 0.08338316)]",1
外机 声音,"[(0, 0.055681717), (1, 0.055825096), (2, 0.05556701), (3, 0.0555675), (4, 0.055556655), (5, 0.721802)]",5
商家 售后 售后 商家,"[(0, 0.033375252), (1, 0.033438157), (2, 0.34955165), (3, 0.033459924), (4, 0.033747975), (5, 0.51642704)]",5
上门 师傅 电话 空号 客服,"[(0, 0.027906034), (1, 0.02791986), (2, 0.027923858), (3, 0.027980369), (4, 0.027990155), (5, 0.86027974)]",5
很软 空调 变形,"[(0, 0.04219568), (1, 0.04224933), (2, 0.53717947), (3, 0.042338166), (4, 0.04218746), (5, 0.29384992)]",2
费用 信用,"[(0, 0.055789113), (1, 0.055805862), (2, 0.05578865), (3, 0.38633186), (4, 0.056258444), (5, 0.3900261)]",5
铜管,"[(0, 0.08343646), (1, 0.08353372), (2, 0.08334397), (3, 0.08335104), (4, 0.08339769), (5, 0.5829371)]",5
小时,"[(0, 0.083402015), (1, 0.08414633), (2, 0.0835364), (3, 0.5815344), (4, 0.08336249), (5, 0.08401838)]",3
遥控器 电视 客服,"[(0, 0.29089537), (1, 0.041810244), (2, 0.041736107), (3, 0.541709), (4, 0.04187312), (5, 0.04197615)]",3
实体店 线下,"[(0, 0.05557199), (1, 0.055713378), (2, 0.05555933), (3, 0.05556264), (4, 0.72182965), (5, 0.055763017)]",4
东西 无人,"[(0, 0.05557939), (1, 0.055664428), (2, 0.72191924), (3, 0.055629097), (4, 0.05561367), (5, 0.055594154)]",2
冷暖 效果 效果,"[(0, 0.04172688), (1, 0.7915937), (2, 0.041667156), (3, 0.041672632), (4, 0.04166683), (5, 0.041672856)]",1
人员 售后 电话 不通,"[(0, 0.03337564), (1, 0.033361003), (2, 0.033348836), (3, 0.033437755), (4, 0.03341885), (5, 0.8330579)]",5
太慢 师傅 电话,"[(0, 0.041672494), (1, 0.04168361), (2, 0.041685205), (3, 0.041690435), (4, 0.3398093), (5, 0.49345896)]",5
上门,"[(0, 0.083359085), (1, 0.083429314), (2, 0.08356129), (3, 0.08334506), (4, 0.083709404), (5, 0.5825958)]",5
空调,"[(0, 0.083368845), (1, 0.083491616), (2, 0.083344154), (3, 0.08333866), (4, 0.08334519), (5, 0.5831115)]",5
空调,"[(0, 0.08336857), (1, 0.08347765), (2, 0.08334411), (3, 0.08333864), (4, 0.083345145), (5, 0.5831259)]",5
师傅 乱收费,"[(0, 0.05556146), (1, 0.055566348), (2, 0.05557522), (3, 0.05556042), (4, 0.0555807), (5, 0.7221558)]",5
空调 安装费 建议,"[(0, 0.041672725), (1, 0.041731566), (2, 0.04168162), (3, 0.04166873), (4, 0.04189509), (5, 0.79135025)]",5
空调 水分 材料 收费,"[(0, 0.033398997), (1, 0.25203064), (2, 0.23819503), (3, 0.03337099), (4, 0.03344317), (5, 0.40956122)]",5
电话 不通,"[(0, 0.055561423), (1, 0.055568665), (2, 0.05556399), (3, 0.055600904), (4, 0.055677693), (5, 0.7220273)]",5
评价 机器 师傅,"[(0, 0.041787863), (1, 0.042175483), (2, 0.04259327), (3, 0.042851437), (4, 0.042200945), (5, 0.78839105)]",5
空调 不错 拖时间 购物 体验,"[(0, 0.02790451), (1, 0.027842183), (2, 0.35011193), (3, 0.02795746), (4, 0.028041586), (5, 0.5381423)]",5
毛线,"[(0, 0.085217774), (1, 0.08521118), (2, 0.085224696), (3, 0.08522167), (4, 0.08523163), (5, 0.5738931)]",5
东西,"[(0, 0.08333374), (1, 0.0833449), (2, 0.58305424), (3, 0.0834271), (4, 0.08345487), (5, 0.08338518)]",2
质量 理想 空调,"[(0, 0.0417129), (1, 0.041964438), (2, 0.5296472), (3, 0.041726194), (4, 0.041740898), (5, 0.30320838)]",2
冒牌货,"[(0, 0.16577874), (1, 0.16489197), (2, 0.16674574), (3, 0.16629672), (4, 0.1678937), (5, 0.16839314)]",5
格力 意见 京东 意见 很大,"[(0, 0.027804634), (1, 0.74595755), (2, 0.027951816), (3, 0.027890699), (4, 0.14212504), (5, 0.02827022)]",1
空调 强劲 情况 静音,"[(0, 0.21147545), (1, 0.20320691), (2, 0.033340357), (3, 0.033406265), (4, 0.03342178), (5, 0.48514923)]",5
收费 地方,"[(0, 0.055631183), (1, 0.2546018), (2, 0.05572984), (3, 0.05588368), (4, 0.05575235), (5, 0.5224011)]",5
效果 感觉,"[(0, 0.05675007), (1, 0.7182785), (2, 0.056774754), (3, 0.05642372), (4, 0.0561354), (5, 0.055637553)]",1
空调 师傅,"[(0, 0.055570424), (1, 0.055609524), (2, 0.055577274), (3, 0.055560857), (4, 0.05558318), (5, 0.7220987)]",5
购机 上门 师傅 电话 不通,"[(0, 0.027784938), (1, 0.027790679), (2, 0.027797978), (3, 0.027791161), (4, 0.027827188), (5, 0.8610081)]",5
地方 瑕疵,"[(0, 0.05559091), (1, 0.3897925), (2, 0.055662286), (3, 0.05650553), (4, 0.38669446), (5, 0.055754308)]",1
收费 质量,"[(0, 0.055729445), (1, 0.055614952), (2, 0.36687207), (3, 0.05573613), (4, 0.056023452), (5, 0.41002393)]",5
配套 配套 电话,"[(0, 0.04175327), (1, 0.53994006), (2, 0.04175789), (3, 0.041797403), (4, 0.041950338), (5, 0.29280108)]",1
店铺 谨慎 下单 空调 售后 踢皮球 换机,"[(0, 0.15322877), (1, 0.23054571), (2, 0.021007238), (3, 0.12999904), (4, 0.021100841), (5, 0.44411838)]",5
空调 外壳 皮球,"[(0, 0.28162667), (1, 0.042308692), (2, 0.042245626), (3, 0.2551659), (4, 0.042333648), (5, 0.33631945)]",5
发货 速度 售后 实体店 麻烦,"[(0, 0.02793705), (1, 0.028038789), (2, 0.027994953), (3, 0.0281377), (4, 0.8597798), (5, 0.028111702)]",4
效果 不凉 杂牌,"[(0, 0.2731916), (1, 0.55941254), (2, 0.04182892), (3, 0.041903213), (4, 0.04182924), (5, 0.04183447)]",1
整体 感觉 扫风 慎重,"[(0, 0.31597543), (1, 0.03365312), (2, 0.30578455), (3, 0.0338614), (4, 0.033816036), (5, 0.2769095)]",0
空调 客服 踢皮球 商家,"[(0, 0.033365544), (1, 0.27527496), (2, 0.03397962), (3, 0.033580195), (4, 0.033815052), (5, 0.58998466)]",5
空调 支架 买家 空调,"[(0, 0.033339642), (1, 0.033359323), (2, 0.033337668), (3, 0.033348702), (4, 0.033383615), (5, 0.83323103)]",5
商品质量,"[(0, 0.08350386), (1, 0.08334188), (2, 0.083341956), (3, 0.08439999), (4, 0.5820703), (5, 0.083341986)]",4
官方 无效 售后,"[(0, 0.041756473), (1, 0.04171511), (2, 0.04169906), (3, 0.04171675), (4, 0.041769773), (5, 0.79134285)]",5
礼拜 无人,"[(0, 0.055672884), (1, 0.7195077), (2, 0.05767696), (3, 0.05577404), (4, 0.055673715), (5, 0.05569475)]",1
外箱 封箱 胶带 机器,"[(0, 0.033777513), (1, 0.033757217), (2, 0.033759356), (3, 0.033796735), (4, 0.033800397), (5, 0.83110875)]",5
师傅 专业 空调 外机 地方,"[(0, 0.027782777), (1, 0.028127443), (2, 0.027817871), (3, 0.027865836), (4, 0.02778543), (5, 0.8606206)]",5
空调 空调 出风口 客服,"[(0, 0.033370692), (1, 0.033370174), (2, 0.03334326), (3, 0.033447683), (4, 0.033397704), (5, 0.83307046)]",5
空调,"[(0, 0.08336857), (1, 0.08347768), (2, 0.08334411), (3, 0.08333864), (4, 0.083345145), (5, 0.5831259)]",5
礼拜 空调,"[(0, 0.055608843), (1, 0.41465068), (2, 0.055593), (3, 0.05558941), (4, 0.05559378), (5, 0.3629643)]",1
空调 订单 厂家 订货 京东 格力 客厅 上门 郁闷,"[(0, 0.016716702), (1, 0.016743867), (2, 0.016809383), (3, 0.016799279), (4, 0.01725328), (5, 0.91567755)]",5
上门 师傅 乱收费 情况 安装费,"[(0, 0.028850501), (1, 0.027891062), (2, 0.02780102), (3, 0.027897185), (4, 0.027976856), (5, 0.8595834)]",5
费用 太贵 空调,"[(0, 0.04168284), (1, 0.041701477), (2, 0.04168113), (3, 0.041678704), (4, 0.04177181), (5, 0.791484)]",5
时间,"[(0, 0.0833346), (1, 0.08393868), (2, 0.08453678), (3, 0.084053725), (4, 0.08362862), (5, 0.58050764)]",5
京东 评论 空调 不错 空调 平衡 空调 外壳 面板 错位 糟心 体验,"[(0, 0.012964453), (1, 0.10650488), (2, 0.013016996), (3, 0.013164503), (4, 0.3429745), (5, 0.51137465)]",5
漏水 小时 售后 实体店 售后,"[(0, 0.027823139), (1, 0.02795281), (2, 0.027833812), (3, 0.0279525), (4, 0.0280301), (5, 0.86040765)]",5
格力 客服 误导 客户 情况 空调,"[(0, 0.024607366), (1, 0.023915958), (2, 0.0238222), (3, 0.023947686), (4, 0.02399151), (5, 0.87971526)]",5
物流,"[(0, 0.083437204), (1, 0.08338988), (2, 0.5815802), (3, 0.08361684), (4, 0.0843858), (5, 0.08359002)]",2
师傅 平台 格力 官方 出面,"[(0, 0.027960397), (1, 0.027938314), (2, 0.027931245), (3, 0.027905202), (4, 0.028378109), (5, 0.8598867)]",5
物流 师傅 师傅 电话 不通 公众 师傅 格力 国货,"[(0, 0.016716508), (1, 0.016717575), (2, 0.016816577), (3, 0.016732667), (4, 0.016799234), (5, 0.9162174)]",5
老人 空调 效果 亲戚 效果,"[(0, 0.027908234), (1, 0.5702811), (2, 0.027875274), (3, 0.027819512), (4, 0.028286371), (5, 0.31782955)]",1
情况 时间 客服 格力,"[(0, 0.15628783), (1, 0.03350518), (2, 0.033445857), (3, 0.03361904), (4, 0.03356044), (5, 0.7095817)]",5
扫风 功能,"[(0, 0.7215776), (1, 0.05588356), (2, 0.05556541), (3, 0.055565406), (4, 0.055820398), (5, 0.055587668)]",0
地方 积灰,"[(0, 0.056914568), (1, 0.71513885), (2, 0.05696646), (3, 0.057038903), (4, 0.056924406), (5, 0.057016816)]",1
额外收费 费用 空调 价格 文字游戏 体验 舒服,"[(0, 0.020882387), (1, 0.021223627), (2, 0.4249424), (3, 0.02091643), (4, 0.021353852), (5, 0.4906813)]",5
延时 收费,"[(0, 0.055628613), (1, 0.055586845), (2, 0.05560289), (3, 0.05557836), (4, 0.055810448), (5, 0.7217928)]",5
压缩机 护板 变形,"[(0, 0.04201628), (1, 0.04201602), (2, 0.7898106), (3, 0.04211889), (4, 0.042018667), (5, 0.04201956)]",2
效果 建议,"[(0, 0.05562387), (1, 0.7182154), (2, 0.05566369), (3, 0.055566408), (4, 0.057601977), (5, 0.057328656)]",1
空调,"[(0, 0.08336857), (1, 0.08347771), (2, 0.08334411), (3, 0.08333864), (4, 0.08334515), (5, 0.5831258)]",5
架子 空调 架子 空调 变相 安装费,"[(0, 0.023819765), (1, 0.02382636), (2, 0.023814183), (3, 0.023813983), (4, 0.023817632), (5, 0.8809081)]",5
换货,"[(0, 0.08342291), (1, 0.083344415), (2, 0.08349921), (3, 0.58302), (4, 0.08335698), (5, 0.08335649)]",3
空调 凉快 格力 理想,"[(0, 0.033353202), (1, 0.28035915), (2, 0.03387366), (3, 0.033346202), (4, 0.03335787), (5, 0.58570987)]",5
原因,"[(0, 0.08333785), (1, 0.08338828), (2, 0.08340329), (3, 0.58250177), (4, 0.08355194), (5, 0.08381686)]",3
瑕疵 商品 散热片 空隙,"[(0, 0.033850573), (1, 0.23957807), (2, 0.033875328), (3, 0.033938926), (4, 0.62490493), (5, 0.033852153)]",4
师傅 不锈钢 支架 收费,"[(0, 0.03334878), (1, 0.033344865), (2, 0.033350017), (3, 0.033338085), (4, 0.033423807), (5, 0.83319443)]",5
格力空调 漏水,"[(0, 0.055865478), (1, 0.055588067), (2, 0.05568024), (3, 0.055630434), (4, 0.0555668), (5, 0.721669)]",5
格力 品牌 物流 售后 格力 品牌 客户,"[(0, 0.020879868), (1, 0.020930585), (2, 0.021107163), (3, 0.020884238), (4, 0.021141525), (5, 0.8950566)]",5
空调 电话,"[(0, 0.05556618), (1, 0.055604104), (2, 0.05556182), (3, 0.05558363), (4, 0.055676475), (5, 0.72200775)]",5
时间,"[(0, 0.0833346), (1, 0.08393869), (2, 0.08453746), (3, 0.08405371), (4, 0.08362862), (5, 0.5805069)]",5
空调 格力 砖孔 收费,"[(0, 0.033547997), (1, 0.03356579), (2, 0.033540264), (3, 0.033532903), (4, 0.033568803), (5, 0.8322442)]",5
空调 售后 乱收费 新机 水盘 售后 解决办法,"[(0, 0.020914238), (1, 0.02091752), (2, 0.020899333), (3, 0.15826409), (4, 0.020940598), (5, 0.7580642)]",5
产品,"[(0, 0.083544135), (1, 0.0837457), (2, 0.5810575), (3, 0.083434485), (4, 0.084027715), (5, 0.084190525)]",2
空调 扫风 手动 品质,"[(0, 0.22121134), (1, 0.033419434), (2, 0.033365898), (3, 0.23354897), (4, 0.20720488), (5, 0.2712495)]",5
体验 师傅 拆机 外机 变形,"[(0, 0.027850801), (1, 0.02782375), (2, 0.24068578), (3, 0.02809345), (4, 0.25739354), (5, 0.41815272)]",5
空调,"[(0, 0.08336886), (1, 0.0834928), (2, 0.083344154), (3, 0.08333866), (4, 0.0833452), (5, 0.58311033)]",5
电话,"[(0, 0.08333547), (1, 0.08336117), (2, 0.0833445), (3, 0.083427586), (4, 0.0837663), (5, 0.582765)]",5
空调 格力 质量,"[(0, 0.041794397), (1, 0.041752923), (2, 0.04334603), (3, 0.04192445), (4, 0.041964717), (5, 0.78921753)]",5
差评 京东 物流 格力 售后 京东 物流 情况 时间 师傅 加辅材 高空作业 情况 表态 空调 费用 客服 客服 师傅 格力,"[(1, 0.046891548), (4, 0.35485142), (5, 0.5740115)]",5
花钱买,"[(0, 0.083404645), (1, 0.083404526), (2, 0.083404966), (3, 0.08340487), (4, 0.5829756), (5, 0.08340537)]",4
售后 客服 态度 连线 费用 收费 文字游戏 师傅 不错,"[(0, 0.017139455), (1, 0.017138602), (2, 0.28361368), (3, 0.017176794), (4, 0.017371546), (5, 0.64756)]",5
格力,"[(0, 0.08336765), (1, 0.083594054), (2, 0.08334206), (3, 0.08333384), (4, 0.083358414), (5, 0.58300394)]",5
售后 谨慎 上门 安装工,"[(0, 0.033375718), (1, 0.033575624), (2, 0.033392396), (3, 0.033423863), (4, 0.033460267), (5, 0.83277214)]",5
购物,"[(0, 0.08333378), (1, 0.08334224), (2, 0.582445), (3, 0.08343187), (4, 0.083940975), (5, 0.083506085)]",2
师傅,"[(0, 0.083350435), (1, 0.08336788), (2, 0.083399855), (3, 0.08334675), (4, 0.08341995), (5, 0.58311516)]",5
格力 价格 便宜,"[(0, 0.041764695), (1, 0.04179275), (2, 0.49105242), (3, 0.04181121), (4, 0.042050887), (5, 0.341528)]",2
特差 上门,"[(0, 0.055923652), (1, 0.056132294), (2, 0.46845567), (3, 0.05591439), (4, 0.05617566), (5, 0.30739832)]",2
老人 空调 格力空调 京东 师傅 着急 家里人 空调 空调 漏水 师傅 电话 售后 情况 空调 漏水,"[(5, 0.950543)]",5
空调 实体店,"[(0, 0.055589132), (1, 0.055987187), (2, 0.055560373), (3, 0.055567075), (4, 0.056561474), (5, 0.7207348)]",5
不错 等待时间 太久,"[(0, 0.04184063), (1, 0.041754965), (2, 0.042150754), (3, 0.041758496), (4, 0.7907015), (5, 0.04179363)]",4
智能 时代 空调 功能,"[(0, 0.033587445), (1, 0.5146289), (2, 0.03357676), (3, 0.23437338), (4, 0.03351273), (5, 0.15032081)]",1
差劲 静音 噪音,"[(0, 0.04186655), (1, 0.27393), (2, 0.041670278), (3, 0.04170704), (4, 0.04167626), (5, 0.55914986)]",5
速度 服务态度 挺好 效果 房间 热气,"[(0, 0.023874687), (1, 0.6184625), (2, 0.28567395), (3, 0.023922928), (4, 0.023890087), (5, 0.024175875)]",1
人员 电话 空调 天气,"[(0, 0.03336651), (1, 0.033361085), (2, 0.033352125), (3, 0.03342861), (4, 0.033372108), (5, 0.8331196)]",5
服务质量,"[(0, 0.58206016), (1, 0.08333767), (2, 0.08419126), (3, 0.083337314), (4, 0.0833374), (5, 0.08373617)]",0
东西 服务态度,"[(0, 0.055582814), (1, 0.055590253), (2, 0.7216484), (3, 0.05567819), (4, 0.055640765), (5, 0.055859562)]",2
格力 品牌 产品 不错 商家 套路 变相,"[(0, 0.020902935), (1, 0.020983139), (2, 0.36959738), (3, 0.020865992), (4, 0.020983584), (5, 0.546667)]",5
人员 外机 螺丝,"[(0, 0.042192206), (1, 0.042393718), (2, 0.04177812), (3, 0.374453), (4, 0.04176329), (5, 0.4574196)]",5
售后,"[(0, 0.08347176), (1, 0.083596945), (2, 0.08348546), (3, 0.08362113), (4, 0.083962426), (5, 0.5818623)]",5
商品 格力 客服 误导 客户,"[(0, 0.027868608), (1, 0.027815994), (2, 0.027979985), (3, 0.027898377), (4, 0.02871154), (5, 0.8597255)]",5
流程,"[(0, 0.083347134), (1, 0.083347104), (2, 0.084213175), (3, 0.08345499), (4, 0.5822903), (5, 0.08334726)]",4
人员 人员 商品,"[(0, 0.041863684), (1, 0.0416849), (2, 0.041861992), (3, 0.04204643), (4, 0.23044144), (5, 0.60210156)]",5
货有,"[(0, 0.16578607), (1, 0.16489768), (2, 0.16674264), (3, 0.16630448), (4, 0.16792805), (5, 0.16834106)]",5
空调,"[(0, 0.08336857), (1, 0.08347764), (2, 0.08334411), (3, 0.08333864), (4, 0.083345145), (5, 0.5831259)]",5
空调 师傅 玩儿 客服,"[(0, 0.03340681), (1, 0.033435136), (2, 0.03341666), (3, 0.29476017), (4, 0.03347669), (5, 0.5715046)]",5
京东 品牌 产品质量 不错 商品价格 支架 费用 体验 室外机 支架 品牌 空调 厂家 令人,"[(0, 0.011305135), (1, 0.01118952), (2, 0.011247481), (3, 0.011197699), (4, 0.098410405), (5, 0.85664976)]",5
路费 格力 套房 格力 高空 安装费,"[(0, 0.023909008), (1, 0.02392625), (2, 0.023907524), (3, 0.023907019), (4, 0.023913804), (5, 0.8804364)]",5
收费 空调,"[(0, 0.055614356), (1, 0.055615682), (2, 0.055591363), (3, 0.055567905), (4, 0.055689365), (5, 0.7219213)]",5
效果 强劲 被窝 噪音,"[(0, 0.31941524), (1, 0.16351101), (2, 0.033453673), (3, 0.033472896), (4, 0.033454306), (5, 0.41669285)]",5
安装费 离谱 建议 安装费,"[(0, 0.033337094), (1, 0.03336474), (2, 0.033344284), (3, 0.0333371), (4, 0.03347505), (5, 0.83314174)]",5
外机 漏水 师傅 态度,"[(0, 0.03336805), (1, 0.03337124), (2, 0.033507828), (3, 0.033407982), (4, 0.03345905), (5, 0.83288586)]",5
渠道,"[(0, 0.08345369), (1, 0.08345322), (2, 0.5818317), (3, 0.08348033), (4, 0.08427103), (5, 0.083510034)]",2
新机 暴力,"[(0, 0.055609), (1, 0.055599507), (2, 0.05558418), (3, 0.72190905), (4, 0.05560688), (5, 0.055691425)]",3
速度慢 师父 上门,"[(0, 0.041860204), (1, 0.042320248), (2, 0.041903786), (3, 0.2860621), (4, 0.041931815), (5, 0.54592186)]",5
格力 空调 上门 踢皮球 东西,"[(0, 0.027802994), (1, 0.21236005), (2, 0.17667001), (3, 0.027826788), (4, 0.027886294), (5, 0.52745384)]",5
空调 时间,"[(0, 0.05556592), (1, 0.05576383), (2, 0.05585857), (3, 0.055753488), (4, 0.055641003), (5, 0.7214172)]",5
上门,"[(0, 0.08335911), (1, 0.0834294), (2, 0.08356098), (3, 0.08334507), (4, 0.08371821), (5, 0.58258724)]",5
京东 速度,"[(0, 0.055559795), (1, 0.056747563), (2, 0.05605675), (3, 0.0566772), (4, 0.71926063), (5, 0.055698056)]",4
电话,"[(0, 0.083335474), (1, 0.08336124), (2, 0.08334452), (3, 0.0834278), (4, 0.08379232), (5, 0.58273864)]",5
空调,"[(0, 0.08336857), (1, 0.083477646), (2, 0.08334411), (3, 0.08333864), (4, 0.083345145), (5, 0.5831259)]",5
格力 售后 电话 不通 格力,"[(0, 0.027789477), (1, 0.027819805), (2, 0.02778801), (3, 0.02780058), (4, 0.027832216), (5, 0.8609699)]",5
安装工 电话 不通 短信 强制性 时间,"[(0, 0.024350312), (1, 0.024344796), (2, 0.024278738), (3, 0.20915772), (4, 0.02426692), (5, 0.6936015)]",5
空调 效果,"[(0, 0.055707537), (1, 0.42999792), (2, 0.055563666), (3, 0.055571105), (4, 0.055563685), (5, 0.34759608)]",1
扫风 声音,"[(0, 0.720183), (1, 0.056216206), (2, 0.055573195), (3, 0.055599034), (4, 0.055566426), (5, 0.056862082)]",0
商品 管理水平,"[(0, 0.056216314), (1, 0.056186747), (2, 0.056293402), (3, 0.05621313), (4, 0.7188621), (5, 0.056228273)]",4
售后,"[(0, 0.083472125), (1, 0.08359782), (2, 0.08348587), (3, 0.08362212), (4, 0.08400535), (5, 0.5818167)]",5
格力 空调 换来换去,"[(0, 0.04217794), (1, 0.04207118), (2, 0.042021036), (3, 0.042018853), (4, 0.0420245), (5, 0.78968644)]",5
感觉 冷气 雾气 格力,"[(0, 0.033710804), (1, 0.03395634), (2, 0.3741734), (3, 0.033642933), (4, 0.29171503), (5, 0.23280151)]",2
扫风 手动 风条,"[(0, 0.46234158), (1, 0.042979345), (2, 0.042986337), (3, 0.36568674), (4, 0.042990506), (5, 0.04301547)]",0
天气 实体店,"[(0, 0.05558046), (1, 0.055984814), (2, 0.05561455), (3, 0.055603217), (4, 0.056570068), (5, 0.72064686)]",5
伤心 解决问题,"[(0, 0.055588566), (1, 0.05569209), (2, 0.055600498), (3, 0.055588674), (4, 0.7212401), (5, 0.056290116)]",4
声音 很大 静音 格力 董明珠 面子 产品,"[(0, 0.020883685), (1, 0.36219132), (2, 0.020955829), (3, 0.020864388), (4, 0.020884292), (5, 0.5542205)]",5
京东 格力 格力 格力 格力 自豪 空调,"[(0, 0.022090178), (1, 0.02257417), (2, 0.022166144), (3, 0.022148713), (4, 0.09615878), (5, 0.814862)]",5
老式 机器 智能,"[(0, 0.041783195), (1, 0.041694995), (2, 0.041760474), (3, 0.79070866), (4, 0.04187394), (5, 0.042178746)]",3
黑店,"[(0, 0.08387801), (1, 0.08387601), (2, 0.0838798), (3, 0.58060175), (4, 0.08388182), (5, 0.083882615)]",3
空调 外壳,"[(0, 0.055577543), (1, 0.055636685), (2, 0.05563731), (3, 0.33253333), (4, 0.055564806), (5, 0.4450503)]",5
